"id","ville","date_mesure","Annee","MoisMesure","Temperature_maximale°","Temperature_minimale°","Vitesse_de_vent_km_h","Temperatur_de_vent°","Precipitation_mm","Humidite_en_pourcentage","Visibilite_km","Couverture_nuageuse_en_pourcentage","indice_chaleur","Point_rosee_°C","Pression_hPa","lever_soleil","coucher_soleil"
"19652","mostaganem","2015-01-16","2015","01","18","14","42","12","2","72","9.875","33","18","10","1021","08:09:00","18:10:00"
"19653","mostaganem","2015-01-17","2015","01","13","11","19","10","3","64","9.875","15","13","7","1024","08:09:00","18:11:00"
"19654","mostaganem","2015-01-18","2015","01","15","10","19","8","1","65","9.875","14","15","5","1024","08:08:00","18:12:00"
"19655","mostaganem","2015-01-19","2015","01","12","10","15","9","12","86","8.875","97","12","10","1009","08:08:00","18:13:00"
"19656","mostaganem","2015-01-20","2015","01","13","11","33","10","5","64","9.5","70","13","9","1012","08:08:00","18:14:00"
"19657","mostaganem","2015-01-21","2015","01","12","10","40","8","5","84","7.75","77","12","7","1012","08:07:00","18:15:00"
"19658","mostaganem","2015-01-22","2015","01","12","11","28","9","15","61","8.875","44","12","7","1018","08:07:00","18:16:00"
"19659","mostaganem","2015-01-23","2015","01","13","12","28","9","3","63","9.75","19","13","5","1023","08:06:00","18:17:00"
"19660","mostaganem","2015-01-24","2015","01","14","12","15","11","0","59","10","12","14","5","1025","08:06:00","18:18:00"
"19661","mostaganem","2015-01-25","2015","01","14","12","27","11","0","63","10","7","14","6","1024","08:05:00","18:19:00"
"19662","mostaganem","2015-01-26","2015","01","14","12","9","11","0","62","10","8","15","5","1028","08:05:00","18:20:00"
"19663","mostaganem","2015-01-27","2015","01","16","12","19","12","0","74","10","22","16","10","1028","08:04:00","18:21:00"
"19664","mostaganem","2015-01-28","2015","01","15","13","14","13","0","73","10","11","15","10","1024","08:03:00","18:22:00"
"19665","mostaganem","2015-01-29","2015","01","16","14","40","12","0","71","10","15","16","11","1022","08:03:00","18:23:00"
"19666","mostaganem","2015-01-30","2015","01","17","16","57","16","0","81","10","58","17","13","1012","08:02:00","18:24:00"
"19667","mostaganem","2015-01-31","2015","01","17","15","71","12","4","75","9.75","28","17","13","1007","08:01:00","18:25:00"
"19668","mostaganem","2015-02-01","2015","02","13","12","37","9","4","59","9.5","9","13","6","1018","08:01:00","18:26:00"
"19669","mostaganem","2015-02-02","2015","02","13","12","42","9","0","69","10","69","13","7","1018","08:00:00","18:27:00"
"19670","mostaganem","2015-02-03","2015","02","14","13","46","10","2","71","10","95","14","9","1011","07:59:00","18:28:00"
"19671","mostaganem","2015-02-04","2015","02","14","11","46","7","11","76","9","64","14","9","1008","07:58:00","18:29:00"
"19672","mostaganem","2015-02-05","2015","02","11","9","41","4","2","61","10","53","11","3","1015","07:57:00","18:30:00"
"19673","mostaganem","2015-02-06","2015","02","11","10","32","7","2","66","10","45","11","5","1015","07:56:00","18:31:00"
"19674","mostaganem","2015-02-07","2015","02","12","10","18","7","2","68","9.75","22","13","4","1020","07:56:00","18:32:00"
"19675","mostaganem","2015-02-08","2015","02","13","10","18","9","0","66","10","12","14","4","1022","07:55:00","18:33:00"
"19676","mostaganem","2015-02-09","2015","02","14","11","28","9","0","69","10","2","14","6","1023","07:54:00","18:34:00"
"19677","mostaganem","2015-02-10","2015","02","17","10","20","8","0","61","10","25","17","6","1023","07:53:00","18:35:00"
"19678","mostaganem","2015-02-11","2015","02","17","12","21","11","0","65","10","12","18","8","1020","07:52:00","18:36:00"
"19679","mostaganem","2015-02-12","2015","02","17","13","16","14","0","78","10","17","17","10","1021","07:51:00","18:37:00"
"19680","mostaganem","2015-02-13","2015","02","14","12","17","11","2","80","9.875","40","14","10","1024","07:50:00","18:39:00"
"19681","mostaganem","2015-02-14","2015","02","15","14","45","11","1","81","10","47","15","11","1023","07:49:00","18:40:00"
"19682","mostaganem","2015-02-15","2015","02","16","14","57","11","4","80","9.625","63","16","11","1018","07:48:00","18:41:00"
"19683","mostaganem","2015-02-16","2015","02","15","14","41","12","0","78","10","31","15","11","1019","07:46:00","18:42:00"
"19684","mostaganem","2015-02-17","2015","02","13","12","23","10","6","81","9.75","68","14","10","1022","07:45:00","18:43:00"
"19685","mostaganem","2015-02-18","2015","02","15","13","39","11","0","76","10","31","15","10","1025","07:44:00","18:44:00"
"19686","mostaganem","2015-02-19","2015","02","15","13","32","11","5","83","9.75","35","15","10","1026","07:43:00","18:45:00"
"19687","mostaganem","2015-02-20","2015","02","14","12","15","11","3","81","7.25","91","14","9","1023","07:42:00","18:46:00"
"19688","mostaganem","2015-02-21","2015","02","14","12","41","10","1","82","9.875","56","14","10","1015","07:41:00","18:47:00"
"19689","mostaganem","2015-02-22","2015","02","15","13","48","11","1","59","9.875","20","15","8","1016","07:39:00","18:48:00"
"19690","mostaganem","2015-02-23","2015","02","16","14","40","12","0","82","10","20","16","11","1019","07:38:00","18:48:00"
"19691","mostaganem","2015-02-24","2015","02","15","13","20","13","1","72","10","15","15","11","1026","07:37:00","18:49:00"
"19692","mostaganem","2015-02-25","2015","02","15","13","38","10","2","68","9.875","45","15","8","1026","07:36:00","18:50:00"
"19693","mostaganem","2015-02-26","2015","02","16","14","27","13","0","75","10","39","16","10","1022","07:35:00","18:51:00"
"19694","mostaganem","2015-02-27","2015","02","15","14","47","12","4","80","9.625","35","15","12","1022","07:33:00","18:52:00"
"19695","mostaganem","2015-02-28","2015","02","16","14","18","13","0","76","10","17","16","10","1024","07:32:00","18:53:00"
"19696","mostaganem","2015-03-01","2015","03","17","14","25","14","0","79","10","18","17","11","1026","07:31:00","18:54:00"
"19697","mostaganem","2015-03-02","2015","03","19","16","12","17","0","75","10","5","19","13","1026","07:29:00","18:55:00"
"19698","mostaganem","2015-03-03","2015","03","20","16","13","17","0","74","10","4","24","14","1025","07:28:00","18:56:00"
"19699","mostaganem","2015-03-04","2015","03","19","16","17","16","0","85","10","4","20","13","1028","07:27:00","18:57:00"
"19700","mostaganem","2015-03-05","2015","03","14","12","28","10","0","59","10","3","14","7","1031","07:25:00","18:58:00"
"19701","mostaganem","2015-03-06","2015","03","15","12","23","10","0","58","10","0","15","5","1032","07:24:00","18:59:00"
"19702","mostaganem","2015-03-07","2015","03","17","12","14","12","0","58","10","3","17","7","1032","07:23:00","19:00:00"
"19703","mostaganem","2015-03-08","2015","03","16","13","21","11","0","72","10","32","16","8","1024","07:21:00","19:01:00"
"19704","mostaganem","2015-03-09","2015","03","16","13","17","12","0","62","10","3","16","6","1026","07:20:00","19:02:00"
"19705","mostaganem","2015-03-10","2015","03","17","14","23","13","1","72","10","46","17","10","1024","07:18:00","19:02:00"
"19706","mostaganem","2015-03-11","2015","03","17","15","21","14","1","69","9.875","55","17","9","1018","07:17:00","19:03:00"
"19707","mostaganem","2015-03-12","2015","03","17","14","24","14","1","76","9.875","57","17","10","1018","07:16:00","19:04:00"
"19708","mostaganem","2015-03-13","2015","03","17","14","23","14","1","69","9.875","54","18","10","1018","07:14:00","19:05:00"
"19709","mostaganem","2015-03-14","2015","03","18","15","20","15","1","68","9.875","55","19","10","1018","07:13:00","19:06:00"
"19710","mostaganem","2015-03-15","2015","03","18","15","24","14","1","68","10","50","18","10","1019","07:11:00","19:07:00"
"19711","mostaganem","2015-03-16","2015","03","18","15","24","14","1","67","9.875","39","18","9","1019","07:10:00","19:08:00"
"19712","mostaganem","2015-03-17","2015","03","18","16","22","16","1","67","10","49","19","10","1019","07:08:00","19:09:00"
"19713","mostaganem","2015-03-18","2015","03","18","16","21","15","1","71","10","50","19","11","1019","07:07:00","19:09:00"
"19714","mostaganem","2015-03-19","2015","03","19","16","24","16","1","72","10","58","19","12","1017","07:05:00","19:10:00"
"19715","mostaganem","2015-03-20","2015","03","18","14","31","13","0","78","9.875","21","18","12","1008","07:04:00","19:11:00"
"19716","mostaganem","2015-03-21","2015","03","17","14","28","13","1","76","9.625","34","17","10","1009","07:03:00","19:12:00"
"19717","mostaganem","2015-03-22","2015","03","18","16","18","16","1","66","9.875","18","19","10","1010","07:01:00","19:13:00"
"19718","mostaganem","2015-03-23","2015","03","19","15","24","15","0","83","9.875","47","20","12","1009","07:00:00","19:14:00"
"19719","mostaganem","2015-03-24","2015","03","16","13","37","10","1","79","10","37","16","11","1005","06:58:00","19:15:00"
"19720","mostaganem","2015-03-25","2015","03","14","10","41","7","7","88","9.625","70","14","9","1009","06:57:00","19:15:00"
"19721","mostaganem","2015-03-26","2015","03","14","13","37","10","0","51","10","40","14","8","1020","06:55:00","19:16:00"
"19722","mostaganem","2015-03-27","2015","03","17","16","33","16","0","78","10","26","17","12","1025","06:54:00","19:17:00"
"19723","mostaganem","2015-03-28","2015","03","18","16","23","17","0","78","10","6","18","14","1025","06:52:00","19:18:00"
"19724","mostaganem","2015-03-29","2015","03","21","18","19","18","0","73","10","4","21","13","1025","06:51:00","19:19:00"
"19725","mostaganem","2015-03-30","2015","03","21","18","17","19","0","64","10","7","21","12","1026","06:49:00","19:20:00"
"19726","mostaganem","2015-03-31","2015","03","22","19","15","21","0","65","10","1","25","14","1026","06:48:00","19:21:00"
"19727","mostaganem","2015-04-01","2015","04","22","18","29","18","0","69","10","13","24","15","1024","06:47:00","19:21:00"
"19728","mostaganem","2015-04-02","2015","04","19","17","24","17","0","70","10","6","19","12","1024","06:45:00","19:22:00"
"19729","mostaganem","2015-04-03","2015","04","20","18","19","18","0","68","10","57","20","12","1022","06:44:00","19:23:00"
"19730","mostaganem","2015-04-04","2015","04","19","17","19","17","0","72","10","15","19","13","1015","06:42:00","19:24:00"
"19731","mostaganem","2015-04-05","2015","04","19","17","22","18","1","73","10","10","19","14","1012","06:41:00","19:25:00"
"19732","mostaganem","2015-04-06","2015","04","19","16","36","16","2","69","9.875","45","19","11","1016","06:39:00","19:26:00"
"19733","mostaganem","2015-04-07","2015","04","19","16","41","16","2","73","9.875","35","19","11","1022","06:38:00","19:26:00"
"19734","mostaganem","2015-04-08","2015","04","21","17","31","17","0","62","10","24","24","10","1023","06:37:00","19:27:00"
"19735","mostaganem","2015-04-09","2015","04","20","17","21","17","0","65","10","10","20","11","1022","06:35:00","19:28:00"
"19736","mostaganem","2015-04-10","2015","04","19","16","20","16","0","78","10","10","19","13","1023","06:34:00","19:29:00"
"19737","mostaganem","2015-04-11","2015","04","17","16","21","16","3","79","10","45","17","13","1023","06:32:00","19:30:00"
"19738","mostaganem","2015-04-12","2015","04","22","18","32","18","0","63","10","17","24","12","1023","06:31:00","19:31:00"
"19739","mostaganem","2015-04-13","2015","04","19","17","20","17","2","69","9.875","51","19","11","1016","06:30:00","19:31:00"
"19740","mostaganem","2015-04-14","2015","04","20","17","26","17","1","72","9.875","53","20","12","1016","06:28:00","19:32:00"
"19741","mostaganem","2015-04-15","2015","04","19","17","22","16","2","72","9.75","52","19","12","1015","06:27:00","19:33:00"
"19742","mostaganem","2015-04-16","2015","04","18","16","19","18","0","81","10","37","18","15","1019","06:26:00","19:34:00"
"19743","mostaganem","2015-04-17","2015","04","20","18","21","18","0","70","10","14","20","14","1020","06:24:00","19:35:00"
"19744","mostaganem","2015-04-18","2015","04","20","18","17","19","0","73","10","8","21","16","1016","06:23:00","19:36:00"
"19745","mostaganem","2015-04-19","2015","04","20","18","17","19","0","68","10","18","20","13","1017","06:22:00","19:36:00"
"19746","mostaganem","2015-04-20","2015","04","21","19","28","19","0","58","10","20","21","12","1019","06:21:00","19:37:00"
"19747","mostaganem","2015-04-21","2015","04","22","19","28","19","0","73","10","38","25","14","1018","06:19:00","19:38:00"
"19748","mostaganem","2015-04-22","2015","04","20","18","19","18","1","85","9.875","37","20","15","1020","06:18:00","19:39:00"
"19749","mostaganem","2015-04-23","2015","04","20","18","21","18","0","81","10","18","20","16","1020","06:17:00","19:40:00"
"19750","mostaganem","2015-04-24","2015","04","21","19","18","19","0","77","10","26","21","16","1018","06:16:00","19:41:00"
"19751","mostaganem","2015-04-25","2015","04","21","19","19","19","0","65","10","35","21","14","1017","06:14:00","19:42:00"
"19752","mostaganem","2015-04-26","2015","04","21","19","26","19","0","71","10","15","24","13","1015","06:13:00","19:42:00"
"19753","mostaganem","2015-04-27","2015","04","19","18","43","18","0","66","10","9","19","13","1017","06:12:00","19:43:00"
"19754","mostaganem","2015-04-28","2015","04","21","18","21","18","1","66","9.75","50","22","13","1013","06:11:00","19:44:00"
"19755","mostaganem","2015-04-29","2015","04","20","19","17","20","0","63","10","4","21","13","1021","06:10:00","19:45:00"
"19756","mostaganem","2015-04-30","2015","04","23","21","19","21","0","56","10","21","25","13","1021","06:09:00","19:46:00"
"19757","mostaganem","2015-05-01","2015","05","23","22","16","22","0","56","10","6","26","15","1020","06:08:00","19:47:00"
"19758","mostaganem","2015-05-02","2015","05","27","24","17","24","0","53","10","11","27","15","1016","06:07:00","19:47:00"
"19759","mostaganem","2015-05-03","2015","05","28","26","15","26","0","47","10","6","28","14","1013","06:05:00","19:48:00"
"19760","mostaganem","2015-05-04","2015","05","29","23","16","23","0","53","10","9","29","17","1011","06:04:00","19:49:00"
"19761","mostaganem","2015-05-05","2015","05","24","22","22","22","0","61","10","34","25","15","1014","06:03:00","19:50:00"
"19762","mostaganem","2015-05-06","2015","05","23","21","20","21","0","62","10","10","25","15","1019","06:02:00","19:51:00"
"19763","mostaganem","2015-05-07","2015","05","24","22","27","22","0","68","10","1","26","17","1019","06:01:00","19:52:00"
"19764","mostaganem","2015-05-08","2015","05","23","22","24","22","0","66","10","2","25","17","1022","06:01:00","19:52:00"
"19765","mostaganem","2015-05-09","2015","05","23","22","20","22","0","61","10","7","26","17","1023","06:00:00","19:53:00"
"19766","mostaganem","2015-05-10","2015","05","28","25","27","25","0","44","10","19","27","13","1023","05:59:00","19:54:00"
"19767","mostaganem","2015-05-11","2015","05","24","22","15","22","0","65","10","5","26","17","1020","05:58:00","19:55:00"
"19768","mostaganem","2015-05-12","2015","05","23","21","17","22","0","73","10","2","25","18","1023","05:57:00","19:56:00"
"19769","mostaganem","2015-05-13","2015","05","25","23","17","24","0","63","10","0","28","19","1024","05:56:00","19:57:00"
"19770","mostaganem","2015-05-14","2015","05","30","26","19","26","0","51","10","14","30","19","1020","05:55:00","19:57:00"
"19771","mostaganem","2015-05-15","2015","05","24","22","32","22","0","68","10","2","25","17","1020","05:55:00","19:58:00"
"19772","mostaganem","2015-05-16","2015","05","22","20","28","20","0","56","10","2","24","13","1024","05:54:00","19:59:00"
"19773","mostaganem","2015-05-17","2015","05","24","21","28","22","0","52","10","0","25","13","1024","05:53:00","20:00:00"
"19774","mostaganem","2015-05-18","2015","05","27","25","26","25","1","53","10","13","27","15","1017","05:52:00","20:00:00"
"19775","mostaganem","2015-05-19","2015","05","23","20","14","20","1","78","9.875","42","25","17","1011","05:52:00","20:01:00"
"19776","mostaganem","2015-05-20","2015","05","21","20","33","20","0","78","10","41","24","17","1019","05:51:00","20:02:00"
"19777","mostaganem","2015-05-21","2015","05","21","19","32","19","0","61","10","2","21","14","1023","05:50:00","20:03:00"
